1,4,20404,18805,1
1,10,20404,18737,1
1,20,20404,11056,21
1,38,20404,18943,9
1,41,20404,18854,1
1,42,20404,18961,6
1,50,20404,11111,1
1,57,20404,18944,1
1,60,20404,18942,2
1,61,20404,11333,1
1,73,20404,18940,3
1,79,20404,18110,1
1,105,20404,17765,3
1,118,20404,15673,2
1,156,20404,11216,1
1,206,20404,18868,1
1,211,20404,18866,1
1,229,20404,18277,1
1,230,20404,18892,1
1,241,20404,18322,1
1,281,20404,11386,1
1,402,20404,11760,1
1,473,20404,16976,1
1,882,20404,12953,1
2,446,16208,20077,1
3,24,16208,16193,2
3,30,16208,18697,2
3,40,16208,18740,1
3,42,16208,18961,1
3,89,16208,16156,1
3,245,16208,18892,1
4,22,18805,18755,2
4,25,18805,18854,3
4,26,18805,16399,1
4,31,18805,18721,1
4,32,18805,11091,1
4,36,18805,18855,2
4,38,18805,18943,1
4,39,18805,18746,3
4,40,18805,18740,3
4,41,18805,18854,1
4,43,18805,11091,2
4,45,18805,18859,1
4,55,18805,20725,1
4,57,18805,18944,1
4,69,18805,11137,4
4,70,18805,18860,1
4,96,18805,15676,1
4,100,18805,11176,1
4,101,18805,18958,1
4,216,18805,20281,1
4,220,18805,19594,1
4,294,18805,19661,1
4,452,18805,18309,1
5,10,11072,18737,1
5,22,11072,18755,1
5,34,11072,16399,1
5,39,11072,18746,5
5,40,11072,18740,1
5,43,11072,11091,1
5,45,11072,18859,1
5,51,11072,18865,1
5,63,11072,11099,3
5,69,11072,11137,1
5,70,11072,18860,2
5,76,11072,11105,3
5,84,11072,19612,2
5,85,11072,20701,1
5,101,11072,18958,1
5,109,11072,11152,2
5,110,11072,19002,1
5,125,11072,19005,1
5,128,11072,19007,1
5,139,11072,19603,1
5,168,11072,11218,1
5,170,11072,19595,1
5,174,11072,19624,1
5,202,11072,11298,1
5,243,11072,11347,1
5,249,11072,20360,1
5,272,11072,15772,1
5,300,11072,20364,1
5,383,11072,11702,1
5,398,11072,11725,1
5,540,11072,12263,1
5,546,11072,19785,1
5,602,11072,16973,1
5,641,11072,20496,1
5,753,11072,12737,1
5,1223,11072,13563,1
5,1520,11072,15768,1
6,7,18825,18736,2
6,12,18825,11082,2
6,13,18825,18736,1
6,17,18825,18725,2
6,18,18825,16841,2
6,27,18825,16840,3
6,32,18825,11091,1
6,36,18825,18855,1
6,39,18825,18746,1
6,40,18825,18740,4
6,41,18825,18854,1
6,42,18825,18961,1
6,43,18825,11091,1
6,44,18825,18858,3
6,45,18825,18859,4
6,46,18825,16398,1
6,51,18825,18865,1
6,53,18825,15690,1
6,54,18825,16849,1
6,55,18825,20725,1
6,67,18825,16847,1
6,69,18825,11137,3
6,71,18825,18434,1
6,76,18825,11105,3
6,80,18825,11135,1
6,84,18825,19612,1
6,87,18825,18468,1
6,99,18825,11176,1
6,109,18825,11152,1
6,113,18825,18976,1
6,134,18825,19602,1
6,168,18825,11218,1
6,173,18825,18230,1
6,182,18825,11290,1
6,187,18825,11230,1
6,199,18825,19008,1
6,211,18825,18866,2
6,294,18825,19661,1
6,303,18825,20364,1
6,351,18825,17684,1
6,386,18825,16711,2
6,720,18825,20448,1
6,734,18825,12635,1
6,794,18825,19955,2
6,803,18825,16409,1
6,1277,18825,13642,1
7,6,18736,18825,4
7,9,18736,18763,2
7,14,18736,18826,1
7,21,18736,18729,1
7,22,18736,18755,1
7,30,18736,18697,1
7,41,18736,18854,1
7,53,18736,15690,1
7,54,18736,16849,1
7,55,18736,20725,1
7,56,18736,18862,1
7,57,18736,18944,1
7,71,18736,18434,1
7,100,18736,11176,2
7,109,18736,11152,1
7,132,18736,11188,1
7,317,18736,19701,1
7,337,18736,17951,1
7,658,18736,12432,1
7,1316,18736,13726,1
8,11,18789,18823,1
8,17,18789,18725,1
8,22,18789,18755,5
8,25,18789,18854,2
8,31,18789,18721,2
8,41,18789,18854,1
8,42,18789,18961,2
8,44,18789,18858,1
8,46,18789,16398,1
8,53,18789,15690,1
8,55,18789,20725,3
8,63,18789,11099,1
8,69,18789,11137,1
8,78,18789,15781,1
8,80,18789,11135,1
8,99,18789,11176,1
8,100,18789,11176,1
8,119,18789,15673,1
8,132,18789,11188,1
8,202,18789,11298,1
8,220,18789,19594,1
8,246,18789,11327,1
8,282,18789,20361,1
8,320,18789,20232,1
8,383,18789,11702,1
8,431,18789,16052,1
8,521,18789,12114,1
8,1017,18789,13167,1
9,12,18763,11082,1
9,14,18763,18826,1
9,17,18763,18725,1
9,25,18763,18854,3
9,27,18763,16840,2
9,31,18763,18721,1
9,36,18763,18855,1
9,40,18763,18740,2
9,41,18763,18854,4
9,43,18763,11091,3
9,44,18763,18858,3
9,53,18763,15690,1
9,60,18763,18942,1
9,61,18763,11333,1
9,68,18763,11136,1
9,69,18763,11137,3
9,70,18763,18860,1
9,71,18763,18434,1
9,80,18763,11135,1
9,87,18763,18468,1
9,91,18763,18921,1
9,92,18763,11135,2
9,97,18763,19605,1
9,100,18763,11176,1
9,123,18763,18991,1
9,144,18763,15792,1
9,147,18763,11332,1
9,156,18763,11216,1
9,165,18763,18936,3
9,180,18763,16448,1
9,208,18763,19635,1
9,227,18763,11303,1
9,235,18763,11301,1
9,249,18763,20360,1
9,284,18763,19703,1
9,318,18763,20214,1
9,595,18763,16242,1
9,700,18763,12568,1
9,1321,18763,13731,1
10,14,18737,18826,1
10,17,18737,18725,2
10,22,18737,18755,2
10,31,18737,18721,1
10,39,18737,18746,2
10,40,18737,18740,1
10,54,18737,16849,1
10,55,18737,20725,1
10,60,18737,18942,1
10,70,18737,18860,4
10,76,18737,11105,1
10,89,18737,16156,1
10,91,18737,18921,2
10,95,18737,11135,1
10,99,18737,11176,1
10,328,18737,19643,1
11,25,18823,18854,1
11,29,18823,16838,1
11,45,18823,18859,2
11,53,18823,15690,1
11,54,18823,16849,2
11,60,18823,18942,1
11,69,18823,11137,2
11,70,18823,18860,1
11,112,18823,18913,1
11,132,18823,11188,1
11,158,18823,11210,1
11,186,18823,15788,1
11,252,18823,18339,1
11,300,18823,20364,1
11,1051,18823,15528,1
12,6,11082,18825,3
12,9,11082,18763,2
12,10,11082,18737,1
12,22,11082,18755,2
12,26,11082,16399,2
12,29,11082,16838,1
12,38,11082,18943,1
12,41,11082,18854,1
12,43,11082,11091,1
12,45,11082,18859,1
12,46,11082,16398,1
12,53,11082,15690,1
12,63,11082,11099,2
12,66,11082,16849,1
12,69,11082,11137,1
12,70,11082,18860,5
12,73,11082,18940,1
12,78,11082,15781,1
