1,6,20404,18825,1
1,20,20404,11056,9
1,23,20404,16864,3
1,25,20404,18854,2
1,38,20404,18943,25
1,41,20404,18854,2
1,42,20404,18961,9
1,47,20404,18701,1
1,54,20404,16849,1
1,57,20404,18944,8
1,60,20404,18942,5
1,61,20404,11333,2
1,71,20404,18434,4
1,79,20404,18110,1
1,87,20404,18468,1
1,89,20404,16156,1
1,102,20404,18104,2
1,104,20404,20730,1
1,105,20404,17765,1
1,114,20404,20574,3
1,130,20404,11190,1
1,140,20404,18217,2
1,146,20404,17594,1
1,157,20404,18992,1
1,167,20404,18898,1
1,181,20404,11312,1
1,186,20404,15788,1
1,194,20404,18178,1
1,206,20404,18868,4
1,211,20404,18866,5
1,226,20404,20388,2
1,249,20404,20360,2
1,267,20404,11372,1
1,270,20404,11372,2
1,297,20404,11414,1
1,306,20404,11459,1
1,315,20404,20377,1
1,316,20404,16725,1
1,348,20404,11582,1
1,411,20404,11782,1
1,415,20404,20087,1
1,431,20404,16052,1
1,447,20404,16683,1
1,803,20404,16409,1
1,1184,20404,13492,1
2,89,16208,16156,1
3,10,16208,18737,1
3,20,16208,11056,1
3,24,16208,16193,6
3,30,16208,18697,3
3,42,16208,18961,1
3,50,16208,11111,4
3,89,16208,16156,2
3,160,16208,15450,1
3,167,16208,18898,1
3,181,16208,11312,1
3,241,16208,18322,1
3,257,16208,18143,1
3,273,16208,18897,1
3,705,16208,12589,1
3,883,16208,12954,1
4,25,18805,18854,1
4,32,18805,11091,1
4,33,18805,18859,1
4,39,18805,18746,1
4,40,18805,18740,1
4,57,18805,18944,1
4,175,18805,18930,1
4,186,18805,15788,1
4,275,18805,20389,1
4,351,18805,17684,1
5,6,11072,18825,1
5,15,11072,16836,1
5,37,11072,18728,1
5,39,11072,18746,1
5,40,11072,18740,1
5,55,11072,20725,1
5,70,11072,18860,1
5,85,11072,20701,1
5,92,11072,11135,1
5,98,11072,15676,1
5,103,11072,19605,1
5,144,11072,15792,1
5,147,11072,11332,1
5,162,11072,19637,1
5,202,11072,11298,1
5,303,11072,20364,1
5,318,11072,20214,1
5,367,11072,19690,1
5,385,11072,11721,1
5,386,11072,16711,1
6,1,18825,20404,1
6,7,18825,18736,1
6,12,18825,11082,2
6,18,18825,16841,3
6,39,18825,18746,1
6,40,18825,18740,4
6,42,18825,18961,1
6,49,18825,18984,1
6,55,18825,20725,1
