1,7,20404,18736,1
1,20,20404,11056,7
1,38,20404,18943,2
1,42,20404,18961,5
1,57,20404,18944,2
1,59,20404,16783,1
1,60,20404,18942,1
1,61,20404,11333,1
1,73,20404,18940,1
1,79,20404,18110,1
1,87,20404,18468,1
1,91,20404,18921,1
1,105,20404,17765,1
1,127,20404,18915,1
1,156,20404,11216,1
1,206,20404,18868,2
1,210,20404,16152,1
1,226,20404,20388,1
1,229,20404,18277,1
1,281,20404,11386,1
1,303,20404,20364,1
3,24,16208,16193,8
3,47,16208,18701,1
3,50,16208,11111,2
3,58,16208,18699,1
3,89,16208,16156,1
3,285,16208,11445,1
4,33,18805,18859,1
4,49,18805,18984,1
5,4,11072,18805,1
5,8,11072,18789,2
5,26,11072,16399,1
5,63,11072,11099,1
5,69,11072,11137,1
5,84,11072,19612,1
5,94,11072,20703,1
5,100,11072,11176,1
5,107,11072,19604,1
5,109,11072,11152,1
5,119,11072,15673,1
5,129,11072,11190,1
5,137,11072,16852,1
5,142,11072,18974,1
5,156,11072,11216,1
5,245,11072,18892,1
5,318,11072,20214,1
5,351,11072,17684,1
5,398,11072,11725,1
5,1348,11072,13885,1
5,1416,11072,17519,1
6,7,18825,18736,1
6,13,18825,18736,1
6,21,18825,18729,1
6,43,18825,11091,1
6,44,18825,18858,1
6,45,18825,18859,3
6,53,18825,15690,1
6,56,18825,18862,1
6,57,18825,18944,1
6,66,18825,16849,1
6,67,18825,16847,1
6,68,18825,11136,1
6,69,18825,11137,1
6,70,18825,18860,1
6,96,18825,15676,1
6,119,18825,15673,1
6,185,18825,19609,1
6,201,18825,11322,1
6,211,18825,18866,1
6,235,18825,11301,2
6,272,18825,15772,1
6,302,18825,19659,1
6,318,18825,20214,3
6,382,18825,19718,1
6,535,18825,19768,1
6,720,18825,20448,2
7,6,18736,18825,1
7,41,18736,18854,2
7,43,18736,11091,1
7,45,18736,18859,1
7,60,18736,18942,1
7,731,18736,19951,2
8,12,18789,11082,1
8,25,18789,18854,1
8,28,18789,18836,1
8,36,18789,18855,1
8,39,18789,18746,1
8,44,18789,18858,1
8,51,18789,18865,1
8,53,18789,15690,1
8,55,18789,20725,1
8,59,18789,16783,1
8,63,18789,11099,1
8,70,18789,18860,2
8,73,18789,18940,1
8,80,18789,11135,1
8,105,18789,17765,1
8,119,18789,15673,1
8,132,18789,11188,1
