24.517,46.776,20404
24.517,46.89,16208
24.517,46.89,16208
24.524,46.71,18805
24.525,46.648,11072
24.529,46.687,18825
24.53,46.722,18736
24.53,46.703,18789
24.531,46.696,18763
24.532,46.711,18737
24.533,46.676,18823
24.533,46.656,11082
24.534,46.717,18736
24.535,46.667,18826
24.536,46.7,16836
24.537,46.642,18725
24.537,46.642,18725
24.538,46.712,16841
24.539,46.662,18729
24.539,46.801,11056
24.539,46.662,18729
24.541,46.681,18755
24.541,46.774,16864
24.542,46.88,16193
24.543,46.727,18854
24.543,46.692,16399
24.543,46.717,16840
24.544,46.67,18836
24.544,46.704,16838
24.544,46.889,18697
24.545,46.654,18721
24.546,46.712,11091
24.548,46.696,18859
24.548,46.69,16399
24.548,46.882,11086
24.549,46.722,18855
24.55,46.658,18728
24.55,46.761,18943
24.55,46.67,18746
24.55,46.676,18740
24.551,46.733,18854
24.551,46.789,18961
24.551,46.708,11091
24.551,46.717,18858
24.552,46.7,18859
24.552,46.686,16398
24.552,46.89,18701
24.553,46.876,18703
24.554,46.541,18984
24.555,46.867,11111
24.555,46.694,18865
24.555,46.694,18865
24.556,46.677,15690
24.556,46.707,16849
24.556,46.722,20725
24.556,46.683,18862
24.557,46.761,18944
24.557,46.881,18699
24.557,46.592,16783
24.558,46.766,18942
24.558,46.78,11333
24.558,46.861,20575
24.558,46.639,11099
24.558,46.637,11099
24.559,46.89,18109
24.559,46.699,16849
24.56,46.693,16847
24.561,46.714,11136
24.562,46.707,11137
24.563,46.682,18860
24.563,46.79,18434
24.563,46.872,20574
24.564,46.767,18940
24.564,46.565,18989
24.564,46.746,18911
24.565,46.65,11105
24.565,46.879,18104
24.565,46.633,15781
24.566,46.807,18110
24.566,46.703,11135
24.566,46.602,19007
24.566,46.697,11121
24.566,46.697,11121
24.566,46.644,19612
24.567,46.688,20701
24.567,46.688,20701
24.567,46.773,18468
24.567,46.783,18947
24.568,46.84,16156
24.569,46.654,19615
24.569,46.765,18921
24.569,46.702,11135
24.569,46.536,18975
24.569,46.685,20703
24.569,46.702,11135
24.57,46.692,15676
24.57,46.624,19605
24.57,46.692,15676
24.57,46.709,11176
24.57,46.709,11176
24.571,46.827,18958
24.571,46.877,18104
24.571,46.629,19605
24.571,46.727,20730
24.571,46.752,17765
24.572,46.795,18951
24.572,46.637,19604
24.572,46.644,19613
24.572,46.665,11152
24.573,46.584,19002
24.573,46.615,11156
24.573,46.773,18913
24.574,46.549,18976
24.574,46.86,20574
24.574,46.663,19616
24.575,46.69,15127
24.575,46.69,15127
24.575,46.697,15673
24.575,46.697,15673
24.575,46.624,19601
24.575,46.624,19601
24.576,46.651,11187
24.576,46.542,18991
24.576,46.588,19002
24.576,46.593,19005
24.576,46.669,19631
24.576,46.781,18915
24.576,46.6,19007
24.576,46.661,11190
24.576,46.661,11190
24.577,46.61,11173
24.577,46.678,11188
24.577,46.58,19001
24.577,46.632,19602
24.577,46.656,19636
24.577,46.632,19602
24.578,46.709,16852
24.578,46.572,18995
24.578,46.618,19603
24.578,46.745,18217
24.578,46.649,19637
24.578,46.526,18974
24.579,46.562,18994
24.579,46.722,15792
24.579,46.588,11243
24.58,46.864,17594
24.58,46.769,11332
24.58,46.79,18918
24.58,46.622,19603
24.58,46.664,19620
24.581,46.64,19614
24.581,46.64,19614
24.581,46.696,19675
24.581,46.777,18931
24.581,46.678,19625
24.581,46.686,11216
24.581,46.55,18992
24.581,46.63,11210
24.582,46.669,11222
24.582,46.849,15450
24.582,46.608,11211
24.582,46.647,19637
24.582,46.584,19000
24.583,46.57,18999
24.583,46.757,18936
24.583,46.654,19639
24.583,46.836,18898
24.583,46.602,11218
24.583,46.558,11250
24.584,46.614,19595
24.584,46.595,19004
24.584,46.785,18926
24.584,46.767,18230
24.584,46.677,19624
24.585,46.775,18930
24.585,46.563,18978
24.585,46.66,19634
24.585,46.659,19634
24.585,46.63,19610
24.586,46.797,16448
24.586,46.859,11312
24.586,46.62,11290
24.586,46.666,11273
24.586,46.551,18996
24.586,46.636,19609
24.586,46.688,15788
24.586,46.696,11230
24.586,46.651,11267
24.586,46.811,18896
24.586,46.643,11286
24.587,46.577,11232
24.587,46.539,15733
24.587,46.586,11255
24.587,46.779,18178
24.587,46.678,11289
24.587,46.604,11341
24.588,46.679,11289
24.588,46.611,19596
24.588,46.59,19008
24.588,46.611,19596
24.589,46.71,11322
24.589,46.716,11298
24.59,46.633,19608
24.59,46.661,11305
24.59,46.661,11305
24.59,46.742,18868
24.59,46.887,16941
24.59,46.668,19635
24.59,46.773,18284
24.59,46.853,16152
24.591,46.734,18866
24.591,46.57,18979
24.591,46.764,18268
24.591,46.654,11317
24.591,46.685,11309
24.591,46.725,20281
24.591,46.787,18274
24.592,46.787,18274
24.592,46.555,11308
