1,37,20404,18728,1
5,40,11072,18740,1
5,174,11072,19624,1
6,40,18825,18740,1
6,206,18825,18868,1
6,546,18825,19785,1
8,128,18789,19007,1
8,132,18789,11188,1
8,342,18789,11578,1
8,352,18789,11564,1
12,70,11082,18860,1
12,257,11082,18143,1
12,273,11082,18897,1
12,298,11082,11426,1
12,748,11082,12681,1
16,118,18725,15673,1
16,130,18725,11190,1
16,168,18725,11218,1
17,76,18725,11105,2
17,216,18725,20281,1
17,244,18725,20295,1
17,313,18725,11490,1
18,132,16841,11188,1
18,316,16841,16725,1
20,105,11056,17765,1
21,6,18729,18825,1
21,45,18729,18859,1
24,3,16193,16208,1
24,89,16193,16156,2
24,101,16193,18958,1
24,206,16193,18868,1
25,38,18854,18943,1
25,127,18854,18915,1
26,57,16399,18944,1
26,931,16399,19127,1
27,500,16840,20105,1
28,9,18836,18763,1
28,18,18836,16841,1
29,17,16838,18725,1
29,187,16838,11230,1
30,102,18697,18104,1
31,202,18721,11298,1
31,290,18721,11423,1
32,144,11091,15792,1
33,55,18859,20725,1
33,89,18859,16156,1
34,501,16399,15403,1
36,24,18855,16193,1
36,733,18855,19887,2
37,453,18728,20098,2
38,25,18943,18854,1
38,249,18943,20360,1
38,372,18943,11643,1
39,83,18746,11121,1
39,206,18746,18868,1
39,213,18746,18268,1
39,506,18746,20020,2
40,127,18740,18915,1
40,507,18740,12052,1
41,38,18854,18943,1
41,111,18854,11156,1
42,144,18961,15792,1
43,104,11091,20730,1
43,116,11091,15127,1
43,332,11091,11513,1
44,285,18858,11445,1
44,386,18858,16711,1
44,504,18858,15135,1
44,730,18858,12622,2
45,269,18859,11395,2
45,275,18859,20389,1
46,14,16398,18826,1
46,258,16398,19650,2
49,138,18984,18995,1
49,157,18984,18992,1
49,249,18984,20360,1
50,30,11111,18697,1
50,42,11111,18961,1
50,79,11111,18110,1
50,89,11111,16156,1
50,1226,11111,18713,1
52,1143,18865,19409,2
53,186,15690,15788,1
53,243,15690,11347,1
55,60,20725,18942,1
55,109,20725,11152,1
55,201,20725,11322,1
55,337,20725,17951,1
57,27,18944,16840,1
57,338,18944,11536,1
57,546,18944,19785,1
58,1235,18699,13548,2
59,17,16783,18725,1
59,139,16783,19603,1
59,142,16783,18974,1
60,1,18942,20404,1
61,175,11333,18930,1
61,198,11333,19596,1
61,306,11333,11459,1
61,350,11333,15430,1
61,755,11333,19455,1
61,756,11333,19455,1
61,787,11333,19457,1
63,45,11099,18859,1
63,243,11099,11347,1
63,314,11099,11442,1
68,201,11136,11322,1
69,128,11137,19007,1
69,179,11137,19610,1
70,76,18860,11105,1
71,77,18434,18104,1
