ID,X,Y,DATA1,DATA2,DATA3,ISZONE
11019,670927.6875000000,2718104.0000000000,0.0000000000,0.0000000000,0.0000000000,0
11757,671380.5000000000,2725224.2500000000,0.0000000000,0.0000000000,0.0000000000,0
11756,678493.5625000000,2725221.7500000000,0.0000000000,0.0000000000,0.0000000000,0
11755,676681.3125000000,2725220.5000000000,0.0000000000,0.0000000000,0.0000000000,0
11754,671351.8750000000,2724705.5000000000,0.0000000000,0.0000000000,0.0000000000,0
11753,671355.8750000000,2724992.5000000000,0.0000000000,0.0000000000,0.0000000000,0
11752,673121.7500000000,2725211.2500000000,0.0000000000,0.0000000000,0.0000000000,0
11751,672859.0625000000,2725182.0000000000,0.0000000000,0.0000000000,0.0000000000,0
11750,682339.1875000000,2725130.2500000000,0.0000000000,0.0000000000,0.0000000000,0
19500,672743.3750000000,2730537.5000000000,0.0000000000,0.0000000000,0.0000000000,0
11759,682459.5000000000,2725537.5000000000,0.0000000000,0.0000000000,0.0000000000,0
11758,671387.7500000000,2725374.5000000000,0.0000000000,0.0000000000,0.0000000000,0
16392,677100.5000000000,2729921.2500000000,0.0000000000,0.0000000000,0.0000000000,0
11014,685125.5625000000,2708126.5000000000,0.0000000000,0.0000000000,0.0000000000,0
16390,671236.3750000000,2727014.7500000000,0.0000000000,0.0000000000,0.0000000000,0
16391,670971.7500000000,2726924.5000000000,0.0000000000,0.0000000000,0.0000000000,0
16396,671746.2500000000,2726832.5000000000,0.0000000000,0.0000000000,0.0000000000,0
16397,669961.8125000000,2713379.2500000000,0.0000000000,0.0000000000,0.0000000000,0
16394,671770.8750000000,2726831.7500000000,0.0000000000,0.0000000000,0.0000000000,0
14535,660081.6250000000,2738696.7500000000,0.0000000000,0.0000000000,0.0000000000,0
19274,679124.7500000000,2733250.7500000000,0.0000000000,0.0000000000,0.0000000000,0
19569,666514.1250000000,2736179.5000000000,0.0000000000,0.0000000000,0.0000000000,0
16398,670732.8750000000,2716079.7500000000,0.0000000000,0.0000000000,0.0000000000,0
16399,671514.8750000000,2715504.0000000000,0.0000000000,0.0000000000,0.0000000000,0
11016,714128.2500000000,2696879.7500000000,0.0000000000,0.0000000000,0.0000000000,0
20731,675453.5893740000,2718034.4413459900,0.0000000000,0.0000000000,0.0000000000,0
20730,674969.7220780000,2719040.9184059900,0.0000000000,0.0000000000,0.0000000000,0
20733,675508.4373340000,2717452.0150790000,0.0000000000,0.0000000000,0.0000000000,0
11017,673134.8750000000,2708690.2500000000,0.0000000000,0.0000000000,0.0000000000,0
20735,671409.4395790000,2726127.4666809900,0.0000000000,0.0000000000,0.0000000000,0
20734,675736.9887399990,2717608.0817829900,0.0000000000,0.0000000000,0.0000000000,0
20737,671410.8985130000,2726012.7103530000,0.0000000000,0.0000000000,0.0000000000,0
20736,671402.0329340000,2726144.9371560000,0.0000000000,0.0000000000,0.0000000000,0
20739,671414.3516550000,2726103.9213390000,0.0000000000,0.0000000000,0.0000000000,0
11010,675404.5625000000,2706573.5000000000,0.0000000000,0.0000000000,0.0000000000,0
14531,660782.6875000000,2751730.0000000000,0.0000000000,0.0000000000,0.0000000000,0
11991,658751.0625000000,2727186.5000000000,0.0000000000,0.0000000000,0.0000000000,0
11012,679822.5625000000,2708491.7500000000,0.0000000000,0.0000000000,0.0000000000,0
179,670065.6875000000,2726686.5000000000,0.0000000000,0.0000000000,0.0000000000,1
178,669847.6875000000,2727321.7500000000,0.0000000000,0.0000000000,0.0000000000,1
177,670605.2500000000,2727406.2500000000,0.0000000000,0.0000000000,0.0000000000,1
176,668608.0000000000,2725688.0000000000,0.0000000000,0.0000000000,0.0000000000,1
175,670182.1875000000,2727039.5000000000,0.0000000000,0.0000000000,0.0000000000,1
174,670356.1250000000,2728032.7500000000,0.0000000000,0.0000000000,0.0000000000,1
173,671716.1875000000,2719252.7500000000,0.0000000000,0.0000000000,0.0000000000,1
172,670685.6250000000,2718362.2500000000,0.0000000000,0.0000000000,0.0000000000,1
171,667991.0000000000,2716072.7500000000,0.0000000000,0.0000000000,0.0000000000,1
170,663600.0000000000,2711997.0000000000,0.0000000000,0.0000000000,0.0000000000,1
11992,680252.5625000000,2727201.0000000000,0.0000000000,0.0000000000,0.0000000000,0
14167,676864.6324539990,2742141.8979540000,0.0000000000,0.0000000000,0.0000000000,0
17541,690098.0625000000,2725163.2500000000,0.0000000000,0.0000000000,0.0000000000,0
11994,680233.6875000000,2727210.7500000000,0.0000000000,0.0000000000,0.0000000000,0
19276,680059.8750000000,2733821.2500000000,0.0000000000,0.0000000000,0.0000000000,0
11997,676278.2500000000,2727641.5000000000,0.0000000000,0.0000000000,0.0000000000,0
14164,673897.3750000000,2731540.7500000000,0.0000000000,0.0000000000,0.0000000000,0
19953,673764.6250000000,2731509.7500000000,0.0000000000,0.0000000000,0.0000000000,0
